congrats everyone,no,,
Thanks @Utkarsh1308 ! Congrats to you too :),no,,
congratulations guys :),no,,
Congratulations to everyone who got selected this year!!!,no,,
Has anyone signed up for payoneer accounts yet?,no,,
"Yeah, I have",no,,
Anything important to keep in mind :see_no_evil:,no,,
Just to sign up only from the given link :sweat_smile:,no,,
Hel,no,,
Hey! What the pre requisites to submit a proposal?,no,,
Hey @rajbaddu an awesome idea I guess 😁..... But jokes aside have a look at our template I'm on my phone right now so I'm sorry I can't provide a link.....put in your idea and hit submit cheers,no,,
"@sladyn98 I don't have any idea about it, if it's possible please provide the link of your template. And they are asking to write a draft, on which topic should we write a draft.",no,,
By the way thanks for your response,no,,
"In addtion to what `@slaydn98` said, Please go through [faqs](projects.coala.io/#/faq)! There you will find most of the information with application template as well answer to ur question!
> have a look at our template",no,,
Thank you,no,,
:+1:,no,,
10 more hours for the deadline :see_no_evil:,no,,
Good Luck to all,no,,
Is the submission of proposal deadline  6 pm or 11:30 pm today?,no,,
Different in website and different in GSOC Countdown,no,,
11:30 in Indian standards,no,,
Oh..,no,,
OK,no,,
Thanks,no,,
All the best everyone :thumbsup: :thumbsup: :,no,,
Don’t forget to submit the final version :wink:,no,,
All the best guys 2 hours to go :),no,,
"@SimonZYC , @Dhiraj240 , @ironbatshashank, Yeldos Askergaliyev, Mrinal Mohapatra please submit your final proposals asap.  ",no,,
it's still in draft.,no,,
"Thanks, for reminder, into it.",no,,
Thank you for your reminder,no,,
30 min....,no,,
hope all have submitted.,no,,
I think we're gonna have some last minute submissions xD,no,,
mine is done :P,no,,
Awesomeeeee,no,,
Thats it :),no,,
All the very best all of you :thumbsup:,no,,
@RJ722 wishes best of luck to everyone!,no,,
"A suggestion to all gsoc candidates: if you wanna do more contributions to coala before result is announced, I personally recommend you to 1) Solve issues somehow related to your proposed project. E.g. if you are doing a project targeting coala core, it does not quite make sense to show your html/css skills. (They do count, but might not be much). 2) Try to solve difficulty/medium or even difficulty/high issues. Remember, quality is over quantity.",no,,
"Since  my project focuses on adding TOML support, I am solving issues in https://github.com/uiri/toml.  Also knowing this library is important for my project implementation. ",no,,
"> Try to solve difficulty/medium or even difficulty/high issues. Remember, quality is over quantity.

👍🏻",no,,
"@Nosferatul  and @RaiVaibhav ,  I have solved the comment problem in https://github.com/uiri/toml.  It may require some changes/polishing and maybe discussion,  but the approach will be same.  It was the most asked of feature waiting to be resolved for over 2 years.  https://github.com/uiri/toml/issues/77",no,,
"> A suggestion to all gsoc candidates: if you wanna do more contributions to coala before result is announced, I personally recommend you to 1) Solve issues somehow related to your proposed project. E.g. if you are doing a project targeting coala core, it does not quite make sense to show your html/css skills. (They do count, but might not be much). 2) Try to solve difficulty/medium or even difficulty/high issues. Remember, quality is over quantity.

:+1:",no,,
"> @Nosferatul  and @RaiVaibhav ,  I have solved the comment problem in https://github.com/uiri/toml.  It may require some changes/polishing and maybe discussion,  but the approach will be same.  It was the most asked of feature waiting to be resolved for over 2 years.  https://github.com/uiri/toml/issues/77

Awsome :+1:  But I see `uiri`has given review  on your first PR and you opened a new PR, please don't open new PR, do all changes in one PR, it help in code review",no,,
👍,no,,
"> A suggestion to all gsoc candidates: if you wanna do more contributions to coala before result is announced, I personally recommend you to 1) Solve issues somehow related to your proposed project. E.g. if you are doing a project targeting coala core, it does not quite make sense to show your html/css skills. (They do count, but might not be much). 2) Try to solve difficulty/medium or even difficulty/high issues. Remember, quality is over quantity.

:thumbsup: ",no,,
"> A suggestion to all gsoc candidates: if you wanna do more contributions to coala before result is announced, I personally recommend you to 1) Solve issues somehow related to your proposed project. E.g. if you are doing a project targeting coala core, it does not quite make sense to show your html/css skills. (They do count, but might not be much). 2) Try to solve difficulty/medium or even difficulty/high issues. Remember, quality is over quantity.

:+1: ",no,,
"@sladyn98 @ayan-b , I got in. Thanks!",no,,
@chfw That is wonderful. If you need any more help feel free to ping me.Cheers :thumbsup:,no,,
I was wondering what does a pre-GSoC task means? Whether it should’ve been completed before community bonding period i.e. before may 6 or during that bonding period (may 6-27)?,no,,
I think that should be between 6-27 may @KVGarg,no,,
from where you heard about this @KVGarg,no,,
"> from where you heard about this

Haven’t heard this from anywhere! It’s just a thought 💭 that I came across early morning 😀",no,,
@KVGarg I think it will be cleared in coming next 30 hrs😅😅,no,,
"Yeah, it happens fingers crossed.",no,,
ya hope for the best everyone :thumbsup:,no,,
what time are gsoc results out?,no,,
I have my tests tooo - How come all the all tests at universities are coordinated :laughing:,no,,
At least the tests are at the end of proposal period,no,,
True :D,no,,
@Naveenaidu nope,no,,
oh,no,,
Oh! Anyway - All the best to all of us :),no,,
May the FOSS be with us :P,no,,
i had my undergrad exams when i tried for my first time,no,,
now im in grad school :D,no,,
so i have more free time lol,no,,
"> May the FOSS be with us :P

Oo, learning :D",no,,
xD Lucky you,no,,
"> > May the FOSS be with us :P
> 
> Oo, learning :D

After all you taught me that :P - I was bound to learn xD",no,,
-.-,no,,
Anyone decided to submit a corobo proposal?,no,,
Ohh! Dear corobo - How much I miss it :P,no,,
"Oh, btw, anyone who uses `astropy`?",no,,
I've left it too late to make a proposal for it now,no,,
How we miss the hello world,no,,
What if allocated mentors(`@jayvdb` and `@fneu`) over a project mentioned in the project overview at website aren't available?,no,,
"Ideally, you should have contacted them by now :P",no,,
Contacted them much earlier but I guess they're busy with their schedule,no,,
"I mean you should contact them if they're mentoring this project or not, no?",no,,
"If they agreed, then they sure will :D
",no,,
"Right Utkarsh 🙂
",no,,
:D,no,,
👍🏻,no,,
"All the best all of you , everyone lets hope for the best :thumbsup: :",no,,
"> Are you guys gonna submit the final copy today?

We have an option to change the final proposal until April 9, so why not. Also submitting the PDF earlier makes sure that your proposal is still gonna be accepted for further review even if due to any circumstances you fail to submit the final version. Better safe than sorry :p",no,,
I submitted my proposal,no,,
For the identity verification did you all upload only one side of ID card ?,no,,
"> For the identity verification did you all upload only one side of ID card ?

I've uploaded both side. Can't take chance :smile:",no,,
How to do that ? They allow to upload only one image,no,,
you can also upload pdf. Scan your documents,no,,
oh..thanks,no,,
:+1:,no,,
I submitted my proposals as well :),no,,
Cool,no,,
"
> We have an option to change the final proposal until April 9, 

I thought - we can't change the propsals - once we upload the PDF's. Thanks for letting me know about it :D",no,,
@Naveenaidu if you already submitted your final proposal pdf then also you can resubmit a new one till 9,no,,
Yup! I didn't know about it until @frextrite :P,no,,
"I realised that you didn't know when you wrote this :p

> I mean isn't it too soon?",no,,
Submitted my proposals as well :),no,,
"Ah, it is just me who is running so late :(",no,,
Still writing :/,no,,
same here @utkarsh2102 :smile: :smiley:,no,,
same here @utkarsh2102 :smile: :smiley:,no,,
Same here :-),no,,
Yay :P,no,,
Anyone mentoring [Implement metrics for coala](http://projects.coala.io/#/projects?project=implement_metrics_for_coala&lang=en)?,no,,
"Hey guys my name is Kush. So I have extensive experience in Java and I would love to work on a project on Coala for the summer and create a proposal. Idk where to start, so if any of y'all can direct me to the right direction, that will be really appreciated :)",yes,,
"This will be my first open source project, and I'm willing to contribute as much as possible and learn a lot. Any suggestions for projects that I can do?",no,,
"Hey @vijankush welcome to coala ! Excited to have you here , you can have a look at our newcomers guide here http://api.coala.io/en/latest/Developers/Newcomers_Guide.html ,then request access to gitlab, and be sure your username on gitlab is the same as your github username.A maintainer will send you an invite after you request the access to gitlab :-) Afterwards, you can start contributing by choosing any of the newcomer issue. The invite may get delayed as maintainers are busy currently. Till then you can explore the coala docs to get a better understanding of codebase(how coala works!).You might also complete the newcomer issue after you finish your proposal but I am not too sure.Coming to gsoc you can have a look at our projects page here https://projects.coala.io/#/projects, if you have any other idea that you would like to propsose feel free to open an issue here https://github.com/coala/projects/issues and make a corresponding PR after discussion with our mentors.
If you still need any help don't hestitate to ask , we would love to help you.Cheers!",no,,
"> Is it possible that an applicant writes a proposal for a particular project idea, but opens a PR after 9th of April? Would he still be considered?
",no,,
"@ableabhinav Every proposal is considered. However, the earlier your contributions are the better your chances of writing a good proposal, since you are then more into the topic and into coala's various projects. If there are just one or two submitted PRs / issues solved and mentioned in an application, the chances though are not really good. Not only that your proposal might have been better with more insight, but we also see that you probably haven't worked enough to efficiently work in coala's infrastructure. Explaining that later on in running gsoc is not going to happen^^",no,,
At least not in the way as you can experience in the normal newcomer process^^,no,,
@Makman2  Can you review my proposal on next generation action system ?,no,,
@Makman2 Can we mention the PRs that we have reviewed and the issues we created in our project proposal? As they are also like contributions to the community,no,,
"@KVGarg IMO you can mention all those , i did confirm that from li-bouxan.",no,,
"OK, thnx :+1: ",no,,
"@KVGarg yes, those definitely do count as contributions and give an insight into your thought process. Do mention those!",no,,
OK 👍🏻 😇,no,,
"@KVGarg, you're going to mention them together, right?",no,,
I have created a table for it to mention contributions,no,,
Is this project applicable for gsoc https://github.com/coala/projects/issues/699,no,,
@KVGarg yeah that's okay :),no,,
@PrajwalM2212 I try to find some time soon :+1:,no,,
"> @KVGarg yeah that's okay :)

:+1: ",no,,
Thanks,no,,
Anybody applying for the project `Improve Diff Handling`?,no,,
@Naveenaidu `@akshatkarani` is applying I think,no,,
Thanks :),no,,
"@akshatkarani Were you able to find any active mentors, who were ready to mentor for the project?",no,,
@Naveenaidu I am also applying for it. But its hard to inquire about the project as none of the mentors are active. :(,no,,
True :/,no,,
have you made your draft yet?,no,,
please do pm me if anyone of them replies. I too will do that,no,,
only quarter of it. You?,no,,
"> please do pm me if anyone of them replies. I too will do that

Sure.

> only quarter of it. You?

Have started it today :sweat_smile: ",no,,
@Naveenaidu  I am not applying for that.,no,,
@akshatkarani So you are applying only for next generation action system ?,no,,
Mostly yeah.. :sweat_smile:,no,,
"Do we need to mention all our projects in application proposal under the question ""Have you applied to any other organizations? If so, to whom and do you have a  preferred project/org?"" with preferences ?",no,,
answer that the best you can,no,,
many students work on their proposals till the last minute and don’t update the details in others accordingly,no,,
so not that important,no,,
OK! Thnx for help :innocent:,no,,
just submitted my proposal :),no,,
Awesomeeee,no,,
@RohanVB On what idea did u submit ?,no,,
I too will submit today,no,,
Are you guys gonna submit the final copy today?,no,,
I mean isn't it too soon?,no,,
yeah i submitted my final copy,no,,
@PrajwalM2212 cohesive editor support,no,,
"worked on it a few years ago, but I recently looked into it and saw the work hadn't been done yet and I think it'll be fun to do :) ",no,,
That's pretty great. Were you a previous gsoc student ?,no,,
"I have tests from 8th to 11th,  so want to submit it.  Since I submitted my proposal early, I got plenty of reviews. I had sufficient time to improve it. ",no,,
That's nice,no,,
@PrajwalM2212 same here have tests from 8 to 11 planning to submit it tommorow :),no,,
@bkhanale  could you give me his email address? (privately),no,,
"Hey, @Makman2 could you please take a look at https://github.com/coala/projects/issues/688 . Can this be a possible project for corobo?",no,,
@bkhanale nvm I already got his address :+1:,no,,
@nvzard how much work would this project be? Is it gsoc capable? :),no,,
"Okay, thanks @Makman2 :+1: ",no,,
"Yes, I think so. Some of the functionality requested will be quite a lot of work but I'd like to get an opinion of @meetmangukiya and @Vamshi99  as well. 

John also mentioned that `random features are not a GSoC project`. 
I was not able to come up with a breakthrough improvement idea for corobo, this is all what I could come up with @Vamshi99 's help.
> @nvzard how much work would this project be? Is it gsoc capable? :)",no,,
"Yeah, we are looking for some innovative ideas to improve corobo. If you have any ideas, please write a proposal soon or write your thoughts here https://github.com/coala/projects/pull/727",no,,
@Makman2 do you think https://github.com/coala/projects/pull/727 this would constitutea  GSOC project ? Need your reviews on it before students actually submit  a proposal,no,,
We could split it up into security enhancement and features but would it be enough? @Vamshi99 @nvzard,no,,
@sladyn98 what would be the security enhancements according to you?,no,,
corobo needs better testing. Currently due to mocking we are not testing the API. This means that if something changes in Gitter/IGitt API then corobo fails too but the build would still be green. @nvzard ^^,no,,
"A similar issue was found recently which introduced changes in IGitt, and we were not able to detect it",no,,
https://github.com/coala/corobo/issues/633 this one,no,,
"We should be somehow able to test it I think, which would be 'good' work imo",no,,
"Sorry I was not aware of this  but how were recent changes in IGitt were able to affect corobo since we had pinned the IGitt version?
> A similar issue was found recently which introduced changes in IGitt, and we were not able to detect it",no,,
"Not sure, the issue gave me the idea^^",no,,
"@abhishalya we need to mock the API calls since they require access tokens to work as well as our tests well break whenever the service goes down.
> Currently due to mocking we are not testing the API. 

",no,,
Most of my knowledge about mock api calls comes from this article https://medium.com/@kapil.aggarwal1/api-mocks-and-why-should-we-care-418b24c35c25,no,,
I don't have an idea atm if there's a possible solution for it.,no,,
">our tests well break whenever the service goes down.

That should be the expected behavior right?",no,,
"Yes it is, but what required access tokens for functioning of plugins?",no,,
Eg: A test without mocks and access token will create a real issue on a github repo evertime we test the command  `create_issue` :P,no,,
Yeah :P,no,,
@sladyn98 You should start preparing the proposal since there is not much time to wait for admin's review,no,,
"@Makman2, @chfw has agreed to mentor [mobanise tool project](https://github.com/coala/projects/issues/574#issuecomment-476835823). Can you please send him an invite?",no,,
" > @sladyn98 You should start preparing the proposal since there is not much time to wait for admin's review

yeah you are probably right :) on it",no,,
please who is mentoring [coala/metrics](https://github.com/coala/projects/blob/master/_projects/implement-metrics-for-coala.md),no,,
@ayan-b need his Mail address ;),no,,
"@sladyn98 and no in the current state that Project is not acceptable for gsoc. It's like mentioned rather a random list of things, so rather a todo-list. Especially it's not very well defined^^ Ideally a gsoc project should have a certain reachable goal you pour your efforts into. This allows to achieve more complex goals as well as helps you as a student to streamline and concentrate your development by having an ideally single goal in mind. That makes it more rewardong for everybody, mentors and Admins included ;)",no,,
"@nvzard @Vamshi99 @Makman2 We could actually split it up as as follows to make the goals more clear https://github.com/coala/projects/issues/688#issuecomment-479073978
",no,,
If  I am not wrong nvzard has a smilar cEP merged for gsoc last year https://github.com/coala/cEPs/pull/113 ^^,no,,
"Is it possible that an applicant writes a proposal for a particular project idea, but opens a PR after 9th of April? Would he still be considered?",no,,
@ableabhinav they are considered as ur contribution in coala but they can't be shown into your proposal,no,,
@ableabhinav iirc - the eligibility to submit an proposal is to completion of the Newcomer Process and that would require you to submit atleast two PR's. I'm not sure though - if this rule is still applicable this year.,no,,
"> Is it possible that an applicant writes a proposal for a particular project idea, but opens a PR after 9th of April? Would he still be considered?

@sims1253 @Makman2  :point_up: [April 3, 2019 9:25 AM](https://gitter.im/coala/coala/gsoc?at=5ca42ebdb34ccd69e7571fbe)",no,,
"Ok, and if a PR is open but is not merged, since it could not be reviewed due to lack of time before the deadline? What would happen in that situation?",no,,
"I think, it's okay . But let's wait until the admins reply. I pinged them in the above message - They might reply in some time.",no,,
"Ok, thanks",no,,
"@ableabhinav if you're talking about opening a PR with coala/projects, remember that this PR 'is' your project proposal - It should contain the basic research and design that you've thought about the project.",no,,
@RJ722 But do we have to write detailed research in the PR itself or we just can briefly write in the PR and then draft a proposal..?,no,,
You can have a look at the open PR for project proposals for more idea,no,,
Thanks,no,,
Or we could also look into projects from projects.coala.io right? Since some of the open issues at coala/projects do not seem to be agreed upon project ideas for gsoc looking at their discussions. Or I may be wrong perhaps.,no,,
Nope you are absolutely right :),no,,
"@ableabhinav  yes, you should go through the projects listed on projects.coala.io. Also, try reading proposals from the previous years. They are marked as 'Completed'.",no,,
Is it too late to get assigned an issue that is required and create a proposal now ????? I had my exams in last 2 weeks :disappointed:,no,,
"You can start preparing the proposal, if you haven't already^",no,,
"No, it is not ",no,,
You can start creating a proposal for your Project..  :-),no,,
@Ishaan29 Its never too late to start writing a proposal . Go to our projects page https://projects.coala.io/#/projects choose a project and get started :) and ask for help if you need anything :thumbsup:,no,,
"> Trying to find another project now :see_no_evil: 

Why d'you need another one?",no,,
"if you need reviews on your draft proposals related to linter bears or test helpers, I am available for that. ",no,,
who is mentor for *Realtime Communication bridge project* ?,no,,
I am applying for this,no,,
who is mentor for *Implement metrics for coala*,no,,
@realJema you can check out the mentors on coala's project page https://projects.coala.io,no,,
is there a latex format for the gsoc application?,no,,
Please refer to application template provided at https://projects.coala.io/#/faq,no,,
"> is there a latex format for the gsoc application?

Latex format for gsoc proposal is not a good idea. We prefer gdoc for that.",no,,
Hey guys i submitted my proposal a few days back Git-bug exporter could I get some reviews on it. Thanks a lot :+1:,no,,
" > is there a latex format for the gsoc application?

And if you're really keen on using latex, have a look at [pandoc](https://pandoc.org/)
Though I agree with Sangam that latex won't be a good idea ",no,,
"Hi, would anyone like to mentor *coala plugin for JetBrains IDE* project (https://projects.coala.io/#/projects?project=plugin_for_jetbrains_ides&lang=en). The proposal is almost done, and the mentor would not be required to do any heavy lifting :p",no,,
@kriti21 you're invited ;),no,,
@Makman2 Can you also invite @sangamcse,no,,
Thanks @Makman2,no,,
@frextrite you could ask someone from the jetbrains community as well,no,,
@kriti21 Thanks for the review on my proposal on next gen action system.,no,,
"@sims1253 I tried connecting with someone on LinkedIn, I'll try their Gitter channel aswell.",no,,
Last year my friend tried to connect jetbrains guys but they didn't reply :(,no,,
@mentors  Would anyone be willing to mentor [Mobanise Tool](https://github.com/coala/projects/issues/574) for Gsoc?,no,,
Do we have any golang mentors this year?,no,,
@Makman2 Can you send me an invite for mentoring?,no,,
@Vamshi99 Which project would you be mentoring?,no,,
corobo,no,,
Are other projects that we're working on aside from opensource of relevance to our gsoc proposal even if its not in the template?,no,,
@Vamshi99 the third part you mentioned in your proposal where you can store github tokens of the user ...do you suggest that users should input their token in the normal chat wont that violate privacy rules ?,no,,
"Well, not in public channel, only in private chat or some other form.",no,,
"If anyone is interested to do a project on corobo, you can approach me for proposal review or if you need any help with choosing issues you want to work on.",no,,
Please is anyone going to mentor https://projects.coala.io/#/projects?project=improve_diff_handling&lang=en this year?,no,,
@satwikkansal @ishanSrt  Would you like to mentor https://github.com/coala/projects/issues/574 ?,no,,
"> Hi, would anyone like to mentor *coala plugin for JetBrains IDE* project (https://projects.coala.io/#/projects?project=plugin_for_jetbrains_ides&lang=en). The proposal is almost done, and the mentor would not be required to do any heavy lifting :p

Please anyone?",no,,
Are any mentors for [Next Generation Action System](https://projects.coala.io/#/projects?project=next_generation_action_system&lang=en) available.,no,,
"The first thing I like about the proposal is presentation, just think your mentor sees the proposal then admin see the proposal.",no,,
@RaiVaibhav How long before the admin reviews the proposal?,no,,
"@sims1253 Really sorry to disturb you. But as the deadline for the GSOC proposal are arriving very near, It would be really helpful to us if you could update the Gsoc Mentor page.",no,,
They can review anytime :stuck_out_tongue:,no,,
@bkhanale  :point_up:,no,,
"@Naveenaidu I don’t know, maybe John will like to look over that himself",no,,
>@satwikkansal @ishanSrt  Would you like to mentor https://github.com/coala/projects/issues/574 ?,no,,
generally it is not admins but mentors that review the proposals. They know the projects and maybe even the students.,no,,
as some people asked,no,,
Are there any mentors available for [Improve Generic Bear Quality](http://projects.coala.io/#/projects?project=improve_generic_bear_quality&lang=en),no,,
iirc @damngamerz  and @kriti21  would be mentoring that project,no,,
Okay thank you.,no,,
"Yes, they are both mentoring. I'm also working on the same project^^",no,,
Hello World,no,,
"Who is mentoring for  [Imoprove diff handling](https://projects.coala.io/#/projects?project=improve_diff_handling&lang=en) project?
I tried to contact the mentors mentioned on the projects site, but they said they are not mentoring this year.",no,,
"is anyone else applying for this project? If yes, please help. ",no,,
