"@thatch re:

> how is parse(location) actually called given a directory without PKG-INFO? I'm wondering if there is code somewhere that merges the various items? In the future of pep 621, you might need to read all 3 of pyproject.toml, setup.cfg, setup.py to arrive at the full reality for setuptools metadata, for example. Right now dowsing requires a directory and I'm wondering how to best adapt that.

`parse(location)` only receives a single path and being able to resolve (and merge) data from multiple manifests be it for installed or ""develop"" is not there. 
There are a few things to consider:
1. `packagedcode` for now scans one file at a time and collects manifests. It kinda lies by saying a single manifest equals a package,   and pyproject.toml, setup.cfg, setup.py  is a great example to which you could add a (pinned or not) requirements file (but same with Gemfile, *.spec and Gemfile.lock or package.json, package-lock.json, node-shrinkwrap.json and yarn.lock and so on)
2. there are possibly two ways to go at this: 
2.1 one is to allow a parser to wander around from a location and move around to collect and merge data from other files (but there are issues to resolve as the other files would be scanned on their own, so this would require maintaining quite a bit state across files at scan time something we do not do at all for now)
2.2 the other would be to collect all the file-level data as we do today and assemble/merge them in a post processing stage (either in scancode-toolkit proper with a postscan plugin or in scancode.io as a pipeline step leverage the database storage in that later case)

So net-net: this is a conceptually simple problem but the solution is not entirely trivial (at least on our side because of the volume and variety of packages we can encounter) ",no
and these... were the short answers :D,no
@mhow2 ping wrt the license bug you mentioned yesterday ... reminder to enter a ticket so it does not fall through the cracks ;),no
"Hello,
I am new to this community and would like to contribute to projects.
I am a beginner with knowledge of  c++, python and java.
Can someone guide how I can contribute.
Thank you. ",no
"@mk1107 Hello and welcome

See: https://aboutcode.readthedocs.io/ for more info on how to get started. Additionally, check out the issue pages on our various repos to find things to work on :)",no
"> 2.1 one is to allow a parser to wander around from a location and move around to collect and merge data from other files

In the context of how could dowsing be integrated, it's pretty easy to drop in as it gives you back a Distribution and you don't care about the non-metadata fields.  It _needs_ to look around and being asked to interpret setup.cfg if the build-backend is poetry is nonsensical, but it doesn't know that without also reading pyproject.toml",no
"so I could modify dowsing to give you single-file knowledge, and merging those isn't that terrible... but it does mean ignoring data would be up to you, if I'm not allowed to look around.

Also, someday it might follow imports e.g. for version, or read files like readme, as directed to by appropriate config.  Is that a problem?",no
@majurg  thank you,no
@mk1107 welcome too :wave: ,no
"@thatch I do not have a concern with ""meandering"" around on other files in earnest, this is more a matter of reporting the raw data in these cases so we can attribute them to a one or more given files. So I think the best  for scancode and your use cases could be: dowse alright and gather the data from everywhere, report for a directory BUT also report/return the raw parsed data collected from each ""manifest-like"" file we collected data from ",no
I can have scancode scan for directories too,no
"the other thing that I need is to collect which are  package files ... say for the simpler case of a site-packages that would be the RECORD content (with some caveats as RECORD ""lies"" at times about some files such as .pyc being there while they are not)",no
"@thatch which really makes me think that the current approach to scanning one file at a time is flawed. Traceability of data as comming from a file is nice, but not the most important things. So I think we should completely rework the package manifest handling such that 
1. a package is a bunch of metadata and a bunch of files. (and a package != its package manifest) which really means we should report a package as its own entity and not dangling as a manifest file child.
2. package metadata collectors should be left to meander as they please across multiple files. And the contract should be that they must report the list of files they have used (just which ones and not how in details they were used).",no
"@thatch with these two we get something IMHO much more robust and useful in all cases
1. for Python, we can holistically dowse on the whole manifest zoo (setup.*,toml, reqs, Pipfile*,PKG-INFO) etc and report things once and always get data from the correct one 
2. for Go, we can handle go.mod and go.sum at once, as well as some possible holdovers related manifests
3. for Ruby, we can handle the Gemfile*, spec
4. for npm, package*.json, yarn* and so on
etc.",no
mucho better IMHO,no
"Hello everyone,I am new to this community and I would like to contribute to the projects .if someone can guide me in what manner may I start contributing ",no
Hi @AbhishekTiwari07 :),no
"See: https://aboutcode.readthedocs.io/ for more info on how to get started. Additionally, check out the issue pages on our various repos to find things to work on :)",no
As said by Steven :),no
Thanks @TG1999 ,no
"@pombredanne It would be pretty easy to add ""list of files read"" to the api.  What about e.g. if it does in setup.py

```
reqs = file(""extra_requirements.txt"").read().splitlines()
setup(requirements=reqs)
```

or in setup.cfg:

```
readme = ""README.md""
```
",no
(if you save the long desc),no
"would you want those reported as files that are read?  Or if they're just a component of the metadata, no?",no
"sorry bad example; setup.cfg would be

```
[metadata]
long_description = file: README.md
```

as in https://github.com/python-packaging/pessimist/blob/main/setup.cfg#L4",no
https://setuptools.readthedocs.io/en/latest/userguide/declarative_config.html?highlight=file%3A#metadata says that several fields for setuptools can come from either file: or attr: like this,no
@thatch I replied in a thread (threads are a little bit weird in Gitter),no
Hello everyone. I am new to this community and I would like to contribute to the projects. Please guide me. I have worked with python as well as javascript.,no
"@GauravSingh9356 welcome :wave: 
See: https://aboutcode.readthedocs.io/ for more info on how to get started. Additionally, check out the issue pages on our various repos to find things to work on :)

(as said by @TG1999 ;) )",no
:p,no
"Hi @dipanshparmar thanks for chiming in :), please can you have a look at this issue nexB/fetchcode#40, it might interest you, and if you are stuck somewhere you can ask for help, happy contributing",no
@dipanshparmar welcome :wave: ,no
hey @TG1999 I looked into the issue nexB/fetchcode#40 ....like package.py...we have to make a new file homebrew package with same code?,no
Hello,no
hey,no
How can I contribute to aboutcode.org. I am familiar with python so anyone can suggest what else I have learn or please suggest me any python project. This is my first project so please can any suggest something.,no
"@pombredanne we should add a new ""Contribute"" section @ https://www.aboutcode.org/ since it's becoming a recurring question ;)
The ""Community > Contributions"" does not provide enough details on how to get started.",no
"Good examples:
- https://docs.djangoproject.com/en/dev/internals/contributing/
- https://docs.djangoproject.com/en/dev/internals/contributing/new-contributors/",no
"Hey @iamsairus10 , sorry for late response, I was having my exams, so what are your doubts now ?",no
"@TG1999  what will be base path for homebrew?
https://formulae.brew.sh/api/formula/a2ps.json
this one? ",no
i am familier with c++ programming  how can i contribute to your company..,no
@iamsairus10 https://formulae.brew.sh/api/formula/ should be base URL IMHO,no
"i am familier with c++ programming  , I want to contribute to your company please guide me",no
Hi @parthgupta2211 @satyagithub13  :),no
"thanks for chiming in :), please can you have a look at issues under various repos of nexb, if any issue interests you",no
https://github.com/nexB,no
"Hello everyone I am Zaheer, 3rd year computer science student. @TG1999 , I was working on the issue nexB/fethcode#40, I have done most of the work, written the code looking at the  https://formulae.brew.sh/api/formula/a2ps.json , also I have made a file brew_mock_data.json to test it but can you please tell me how to generate a brew.json file to write a test for it. brew.json in the sense that there are files like rubygems.json, pypi.json, so how to generate brew.json. Thanks in advance. ",no
"Hi @nk4456542 will you like to open a PR for same :)

",no
yeah sure,no
"@TG1999 , opened a PR, do checkout when you are free.",no
"Thanks @nk4456542 , thanks for the PR, can you write your code for node package inside homebrew it's a popular package, so we can test for lot more data there :)",no
"https://formulae.brew.sh/api/formula/node.json, i was talking about this @nk4456542  :)",no
"Thanks for the feedback @TG1999, have done some work, added a test, the test seems to work fine locally, do give a review when u r free. And sorry about pushing to the same pull request, should I have done another pull request for these changes ( a bit confused about this as I am new to opensource ), do a review when you are free, any feedback will be appreciated.",no
"It's okay to do that work in same PR :), no problem I will review the code soon",no
"@TG1999, I have made some changes, do take a look when u have time. ",no
 @satyagithub13   @parthgupta2211  @nk4456542 welcome :wave: ,no
Thank you for the welcome @pombredanne. :wave: ,no
@pombredanne : What happened i didnt see any change in package provisioning?,no
@Abhishek-Dev09 it is coming eventually :) it just takes time,no
Look at issues under various repos of https://github.com/vivek22122014,no
"@ll Hello, I would like to express my interest in a position as a PYTHON PROGRAMMER fresher.
Knowledgeable in various avenues of Advance Python and Machine Learning. Ability to
develop suitable Product Codes and Algorithms. Proactive with a problem-solving attitude.
Ability to build innovative AI solutions for real-life concerns. GH: https://github.com/vivek22122014
",no
"
Hello everyone
I have to contribute in this community, I am a beginner,from where should i start ,pls help.",no
"Hi @YUVRAJMOTWANI99 , welcome! This a general starting point with all the pointers you need, [getting started on scancode](https://scancode-toolkit.readthedocs.io/en/latest/getting-started/newcomer.html). Install Scancode in your system, run a scan, and when you're ready start looking into the codebase and try solving [good first issues](https://github.com/nexB/scancode-toolkit/issues?q=is%3Aissue+is%3Aopen+label%3A%22good+first+issue%22). Similarly, there are many more [nexb-aboutcode projects](https://github.com/nexB/) you could contribute to, know about them more and see where you want to contribute. You have any more specific questions on them, ask us here.",no
Thanks @AyanSinhaMahapatra ,no
@YUVRAJMOTWANI99 :wave:,no
@vivek22122014 :wave:,no
"Hello everyone, I am new to this community and want to contribute to the open source projects.  I am a beginner and want to learn more and contribute to this community .",no
"Hi, I'm new and I would like to contribute, can someone get me started?",no
"@Vishesht27 and @Rincorrect hello and welcome. 

See: https://aboutcode.readthedocs.io/ for more info on how to get started. Additionally, check out the issue pages on our various repos to find things to work on :)",no
@YUVRAJMOTWANI99 @Vishesht27 @Rincorrect  welcome! ,no
"Hello, I am new to this community but I liked the idea of this project and is eager to contribute to this community. Can anyone guide me from where to start ?",no
@biswajitpatra_gitlab welcome :) See: https://aboutcode.readthedocs.io/  to get started,no
"Hello,",no
I am new to this community and I would like to contribute to the projects . I'm a beginner  and if someone can guide me how to contribute or proceed then it would be helpful for me . Thank You .,no
Hi @sid121212 please have a look at https://scancode-toolkit.readthedocs.io/en/latest/getting-started/newcomer.html. Look for good first issues in https://github.com/nexb/scancode-toolkit or other repos in https://github.com/nexb ,no
okay @TG1999 . Thank You,no
@sid121212 welcome!,no
I want to contribute in this organization as a javascript . so if you have javascript based project so you can assign me .,no
 I am a beginner please guide how i proceed in this open source community  i know javascript.,no
@prankush-sharma welcome! the bulk of our projects are in Python FWIW,no
@daniel-eder let's chat about https://github.com/nexB/scancode-toolkit/issues/2266 if you have a sec ,no
"Absolutely, what are your thoughts? ",no
"the license detection with scancode is fairly simple (conceptually at least) so there is no provision by default to look at anything else but one file when detecting proper... anything that would be taking into account the context (such as is there an Apache 1.1 or 2.0 detected around) would have to be a plugin in the ""post scan"" step (which would have full latitude to look at the neighboring context) ",no
"And that could be something where we can craft a new specific mini rule system to that effect
e.g. if 
- rule apache_5 is detected
- there is apache-1.1 in the scan with some distance
- then apache-1.1
- there is apache-2.0 in the scan with some distance
- then apache-2.0
- there is neither:
- then apache-2.0
",no
@daniel-eder (NB: I will collate this chat in the ticket too),no
alternatively we could treat this one rule as Apache-2.0 and be done with it,no
"as it will be correct in 95% of the cases
",no
and the 5% cases where it should have been Apache-1.1 do not matter since the ASF relicensed all their Apache-1.1 to Apache-2.0,no
or the rule could be droped,no
"Or in the case of moving it to a new ""--unknown-license"" detection option, it would still be reported as Apache-1.1 to Apache-2.0 in that case",no
"Ok that makes sense, now I understand the scan system better",no
"I think that in the long run a post-process scan step can make sense, unless of course we assume that other tools such as antenna or ORT take that place in the great scheme of things",no
"I do think that a rule specific to this case could work out, as it's extremly unlikely that anything is affected wrongly by it",no
"> Or in the case of moving it to a new ""--unknown-license"" detection option, it would still be reported as Apache-1.1 to Apache-2.0 in that case

Can you explain this further? What would the output as spdx be in that case?
once ""Apache-2.0"" for the actual license, and once ""Apache-1.1-to-Apache-2.0""? ",no
"> unless of course we assume that other tools such as antenna or ORT take that place in the great scheme of things

That would rather be the new  https://github.com/nexB/scancode.io/ to process database-backed analysis pipelines :)",no
"I'm currently looking at this from a perspective where ScanCode is further processed by ORT, and ideally there would be a way to end up with a way to automatically conclude ""Apache-2.0"" in ScanCode, without overriding each package it is found in. It sounds like the ""unknown-license"" approach may work for it, but I'm not sure I fully understand it",no
"> That would rather be the new  https://github.com/nexB/scancode.io/ to process database-backed analysis pipelines :)

+1 for that! I haven't had time to look at it in detail yet, but I'm excited to follow the progress and see how it compares or integrates with other toolchains ",no
"> >    Or in the case of moving it to a new ""--unknown-license"" detection option, it would still be reported as Apache-1.1 to Apache-2.0 in that case

> Can you explain this further? What would the output as spdx be in that case? once ""Apache-2.0"" for the actual license, and once ""Apache-1.1-to-Apache-2.0""?

the output would be exactly the same as today but moved to a different section of the scan results that would called ""unknown_license"" and the expression returned there would be either the current one as `Apache-1.1 OR Apache-2.0` or we could use only `Apache-2.0` ",no
we could also entirely drop that rule... which is after a weak license clue,no
"> the output would be exactly the same as today but moved to a different section of the scan results that would called ""unknown_license"" and the expression returned there would be either the current one as `Apache-1.1 OR Apache-2.0` or we could use only `Apache-2.0` 

Ok understood, thank you for the clarification. It would definitely be a first step towards more context in any post process step.",no
"> +1 for that! I haven't had time to look at it in detail yet, but I'm excited to follow the progress and see how it compares or integrates with other toolchains 

this is a rather different take where you can script complex analysis rather than having a monolithic one-way-for-all analysis problems
For instance the first application is for the analysis of Docker images and rootfs and VM images which are rather complex https://github.com/nexB/scancode.io/blob/main/scanpipe/pipelines/docker.py ",no
"> we could also entirely drop that rule... which is after a weak license clue

I guess this comes down to a philosophical question, but from a purely practical standpoint it seems unlikely that the rule prevents scancode from missing a real apache license scenario (Assuming it mainly looks for the word Apache) ",no
"> this is a rather different take where you can script complex analysis rather than having a monolithic one-way-for-all analysis problems
> For instance the first application is for the analysis of Docker images and rootfs and VM images which are rather complex https://github.com/nexB/scancode.io/blob/main/scanpipe/pipelines/docker.py 

I listend to your presentation in the open chain reference tooling group regarding the docker containers, very interesting approach. My personal expertise is more on the other end (legally valid compliance output), but I believe a dynamic analysis approach may be very much required to enable that output ",no
"In fact it may be very interesting to create components in the pipeline that produce such output, such as SBOMS, lists of Todos and Dont's, a full ""compliance"" file including all copyrights, licenses, notices, disclaimers, etc as required by each license, each step handling one specific type of output",no
"> from a purely practical standpoint it seems unlikely that the rule prevents scancode from missing a real apache license scenario (Assuming it mainly looks for the word Apache) 

it does not look just for ~ 1000 regex patterns like Fossology but does pair-wise diff with many text (long, short and everything in between) about ~20,000 of them.

So yes, a bona fide Apache license will be detected otherwise",no
as well as notices and mentions,no
"In that case from a user perspective I would vote for dropping that specific rule, but I'll have to defer to your estimate of any unwanted side effects :) ",no
"@daniel-eder re:

> In fact it may be very interesting to create components in the pipeline that produce such output, such as SBOMS, lists of Todos and Dont's, a full ""compliance"" file including all copyrights, licenses, notices, disclaimers, etc as required by each license, each step handling one specific type of output

I love that idea :+1: ",no
"
> In that case from a user perspective I would vote for dropping that specific rule, but I'll have to defer to your estimate of any unwanted side effects :)

I never seen that rule being detected in a context where no Apache license notices and license otherwise present in the code

So I will do this:
1. move that rule to the bucket for ""unknowns"" for now
2. and we can have a proper unknown feature that can then handle complex contexts across many files

",no
See also this ticket https://github.com/nexB/scancode-toolkit/issues/1675,no
and this comment https://github.com/nexB/scancode-toolkit/issues/377#issuecomment-266032216 and this ticket https://github.com/nexB/scancode-toolkit/issues/1379,no
that are all related to similar issues,no
"For instance: ""see license in COPYING"" should be able to follow what is found in COPYING :)",no
Same for this slightly more structured case https://github.com/nexB/scancode-toolkit/issues/1364,no
"> This file is distributed under the same license as the cpufrequtils package.

Is a personal favorite lol",no
:D,no
"I agree though, that is a good solution and will allow to treat these kinds of issues in a more general perspective ",no
"@daniel-eder in all these cases, the goal would be to provide the right smarts to infer from the context",no
"Agreed, and with those issues separated from clearcut detections any followup step can far more easily know *when* it is necessary to look at a wider context",no
there is also https://github.com/nexB/scancode-results-analyzer from @AyanSinhaMahapatra that use stats and ML to help process false positives and more :),no
"> Agreed, and with those issues separated from clearcut detections any followup step can far more easily know when it is necessary to look at a wider context

exactly",no
"> there is also https://github.com/nexB/scancode-results-analyzer from @AyanSinhaMahapatra that use stats and ML to help process false positives and more :)

That's a fantastic approach! I've always maintained that a lot (lot lot lot) of the manual corrections that have to (or at least should be) done for license compliance could be fixed with ML and enough data",no
"@daniel-eder exactly :) I am pretty sure that ML is not well suited for actual license detection, but it looks like it is doing wonders to detect scan issues and weirdnesses ",no
which are the things that take time,no
"Yeah with the detection itself I think the resource overhead is not justifiable (nor the inherent fuzzyness of ML), but for  post processing it seems well suited",no
"actually for detection itself the quality of the results are rather crass except for the simple case of a whole license text, but then for a whole license text ML is overkill",no
@daniel-eder I captured the chat bits related to Apache licenses in https://github.com/nexB/scancode-toolkit/issues/2266#issuecomment-702157869 ,no
so that's not lost (yet thanks to Gitter it would not be either) :),no
"Just got the mail from Github, thanks! ",no
"Hello everyone, Can anyone tell me that how do I start contributing to aboutcode.org. I'm familiar and experienced with Python and JavaScript, so can anyone suggest me the projects according to my skills.",no
please help me out,no
@pombredanne  @pombredanne ,no
@aditya342000 how much of a beginner are you? Do you know Python and Git?,no
@aditya342000 Please go through the https://scancode-toolkit.readthedocs.io/en/latest/ documentation and try to execute the project in your system.,no
I got bitten by this real head scratcher of a bug today: https://github.com/nexB/scancode-toolkit/issues/2236 ,no
"> @AyanSinhaMahapatra what's the best starting point for @aditya342000  ?

Hi @aditya342000 Welcome to aboutcode! THis a a general starting point with all the pointers you need, https://scancode-toolkit.readthedocs.io/en/latest/getting-started/newcomer.html . Install Scancode, [run a scan](https://scancode-toolkit.readthedocs.io/en/latest/cli-reference/simple-examples.html#how-to-run-a-scan), and when you're ready start looking into the codebase and try solving easy bugs https://github.com/nexB/scancode-toolkit/issues?q=is%3Aissue+is%3Aopen+label%3A%22good+first+issue%22 . When you're ready open a PR with the changes and in case you're stuck ask us for help. ",no
"> how to get into gsoc and all

It's still quite early for GSoC, and means you have time, so try to solve open bugs and contribute (to any of the projects, check the pinned repositories out at - https://github.com/nexB ), that'll help the most! ",no
"@aditya342000 if you want you can have a look at Fetchcode project too, it's a new project and codebase is not big (at least right now), if you want to understand the project, I am always here to discuss it :)",no
https://github.com/vivek22122014,no
@vivek22122014 are you try to say something specific with a link to your GH page?,no
Hey there everyone!,no
It's quite early to talk about GSOC but can some one introduce me to an issue worth contributing for a beginner?,no
"> Hi @aditya342000 Welcome to aboutcode! THis a a general starting point with all the pointers you need, https://scancode-toolkit.readthedocs.io/en/latest/getting-started/newcomer.html . Install Scancode, [run a scan](https://scancode-toolkit.readthedocs.io/en/latest/cli-reference/simple-examples.html#how-to-run-a-scan), and when you're ready start looking into the codebase and try solving easy bugs https://github.com/nexB/scancode-toolkit/issues?q=is%3Aissue+is%3Aopen+label%3A%22good+first+issue%22 . When you're ready open a PR with the changes and in case you're stuck ask us for help. 

Hi @ghulamghousdev, welcome! Please see these texts above for guidance. ",no
"> It's still quite early for GSoC, and means you have time, so try to solve open bugs and contribute (to any of the projects, check the pinned repositories out at - https://github.com/nexB ), that'll help the most! 

And this.",no
@ghulamghousdev welcome :wave: ,no
Hi @ghulamghousdev ,no
"I have made a new issue for beginners https://github.com/nexB/fetchcode/issues/40, if you have any doubt regarding this issue you can ask , happy to help :)",no
@TG1999 that's awesome :bow: ,no
we need more of these :+1: ,no
"Sure :), i will open them soon, shall i open for PURL too, we need support there too :)",no
Thankyou @pombredanne  @techytushar 🙌🏼,no
">  shall i open for PURL too, we need support there too :)

sure thing :)",no
Cool ,no
Hello everyone,no
"i have to contribute in this community, I am a beginner, what should i do to contribute in this community",no
welcome!,no
"can you check @AyanSinhaMahapatra  message above:
>  Ayan Sinha Mahapatra
>    Hi @aditya342000 Welcome to aboutcode! THis a a general starting point with all the pointers you need, https://scancode-toolkit.readthedocs.io/en/latest/getting-started/newcomer.html . Install Scancode, run a scan, and when you're ready start looking into the codebase and try solving easy bugs https://github.co /nexB/scancode-toolkit/issues?q=is%3Aissue+is%3Aopen+label%3A%22good+first+issue%22 . When you're ready open a PR with the changes and in case you're stuck ask us for help. ",no
Ok,no
thank you,no
Hiya :) I finally submitted this Python Enhancement Proposal: https://www.python.org/dev/peps/pep-0639/,no
https://events.linuxfoundation.org/open-compliance-summit/ CFP is extended until Sept 30th,no
"> @daniel-eder would that be something like this https://gist.github.com/pombredanne/757c5c19ed4729993e190fe624a87786 ?

Sorry for the late reply, that is exactly one such case. I can open an issue later if there isn't one already",no
@daniel-eder a ticket is welcomed alright,no
Hello everyone!,no
I needed help for gsoc.,no
"> I needed help for gsoc.

@iamfailure : Welcome ! Instead of asking helping for help, write ur query here",no
"> @daniel-eder a ticket is welcomed alright

Gotcha, just created a ticket. If you need further info let me know! ",no
@iamfailure welcome! please see https://github.com/nexB/aboutcode/wiki/GSOC-2020 for last year program... :),no
@daniel-eder thanks! that's quite timely indeed,no
"Hi @iamfailure thanks for chiming in :),  please can you have a look at this issue https://github.com/nexB/fetchcode/issues/40, it might interest you, and if you are stuck somewhere you can ask for help, happy contributing",no
very nice outcome https://matrix.org/blog/2020/09/30/welcoming-gitter-to-matrix/ ,no
Matrix is more than decent,no
"I expect it will be a bit of a journey for element to reach feature parity with Gitter, but the decentralized nature, existing Element features and inherent security will be well worth it ",no
@daniel-eder exactly ... and gitter was on the verge of being abandonware otherwise @ gitlab,no
"Yeah absolutely, it's just too far removed from their current business focus. Definitely a win-win for everyone",no
yes :),no
"Especially since as much as I think Slack is a great business tool, it is a terribly bad  tool for FOSS projects (because 1. it is not keeping history for free, 2. it requires userid and auth to be able to read messages 3. the code is not open, though that's a lesser issue) ",no
@daniel-eder so Gitter having a new focused ruler is a great news,no
"I agree, slack definitely has found a place in the business world, but I never liked it much for FOSS (or any other non-profit) projects. Gitter really fits into that place organically ",no
:+1: ,no
so many ‘standards’ to chose from :),no
sounds like maybe you aren't making another one anymore?  :],no
Nah :p,no
It never been the intent :p,no
@Abhishek-Dev09 so I am uploading the wheels this morning. Remind me where I should start from,no
"@pombredanne : Are u free now? Please dont upload py2 wheels or py related stuff because it will not used anymore
",no
@Abhishek-Dev09 yes :) ... but do I start from the develop branch?,no
@Abhishek-Dev09 I need a bit of hand holding there :P,no
"@pombredanne : Yes, but how you filter py3 and py2 files because you have removed that filter section in my script .",no
"> @Abhishek-Dev09 I need a bit of hand holding there :P

I dont understand",no
i think we can start short session,no
"let's not worry about py2 for now :)
sure",no
@Abhishek-Dev09 join me at https://www.uberconference.com/pombredanne,no
@pombredanne : i m ready,no
@Abhishek-Dev09 I need more time :P,no
@pombredanne : ok ping me at that time .,no
@Abhishek-Dev09 back,no
"@/all here are some upcoming CFPs for submissions of talks on ScanCode and related topics and projects:
- https://za.pycon.org/talks/submit-talk/  - Deadline is August 28th
- https://linuxfoundation.smapply.io/prog/open_source_strategy_forum_2020/   - Deadline is August 30th
- https://seagl.org/ - Deadline is Sep 9th
- https://linuxfoundation.smapply.io/prog/open_compliance_summit_2020/ - Deadline Sep 20th",no
nexB/scancode-toolkit#2182 one direction for u @pombredanne ,no
@Abhishek-Dev09 thank you ++,no
@pombredanne : have u tried my direction?,no
"After tried all , run `./etc/release/release.sh`.  @pombredanne",no
@Abhishek-Dev09 ok :) thanks!,no
@pombredanne I m ready to join,no
"@Abhishek-Dev09 ok, for 15 minutes tops.  Starting https://www.uberconference.com/pombredanne :) ",no
@pombredanne : Done https://github.com/nexB/scancode-toolkit/pull/2184,no
Thank you ++,no
"> @Abhishek-Dev09 BTW, FYI: https://github.com/sputt/req-compile looks interesting at first glance

@pombredanne : This tools doesn't produce hashes . I doesn't found such options",no
"@Abhishek-Dev09 ok, thanks!",no
I pushed a new release of scancode at https://github.com/nexB/scancode-toolkit/releases/tag/v3.2.0rc1 :),no
and https://pypi.org/project/scancode-toolkit/,no
@pombredanne 👍,no
You make gsoc end remarkable by releasing a new version ,no
@/all Congrats to all of our students this year for GSoC 2020. Thanks for all the hard work!,no
@majurg Thank you :),no
@/all @tdruez just pushed a new tool https://github.com/nexB/scancode.io/   ,no
woot :),no
Nice @pombredanne :clap: :clap: ,no
"> @/all @tdruez just pushed a new tool https://github.com/nexB/scancode.io/   

Cool!",no
"ScanCode toolkit (when run via OSS Review Toolkit) recognizes some notice.txt files provided in apache-licensed projects as Apache 1.1 licensed.
One example is log4j, but it applies to all or almost all projects under the apache foundation ",no
Is there a way to curate this en masse / tell scancode that the specific phrases used by the apache foundation in their notice file is actually not a license statement? ,no
"As all of these projects are available under Apache 2.0 the result is somewhat misleading, and with tens or hundreds of dependencies that issue can become a lot of work",no
@daniel-eder these would be bugs and usually fairly easy to fix by adding a new rule,no
can you enter a tiicket? I can then usher you on how to fix this,no
@majurg I pushed a branch for https://github.com/nexB/scancode-toolkit/issues/2233 at https://github.com/nexB/scancode-toolkit/pull/2234 which should start to be pretty much usable I think,no
@daniel-eder would that be something like this https://gist.github.com/pombredanne/757c5c19ed4729993e190fe624a87786 ?,no
hey i am a biggner and want to know about the project and get started i am a biggner,no
can someone help,no
@aditya342000 Hi :) and welcome!,no
@AyanSinhaMahapatra what's the best starting point for @aditya342000  ?,no
and script will pip download and create sdist for that if we follow earlier idea of making sdist,no
is there CI for this project?,no
"Yes, we have ` azure-pipelines, travis,appveyor ` for scancode-toolkit repo",no
"Yes, ci will also do",no
"so why wouldn't building this thing (pyinstaller, not-sdist/wheelhouse, etc) not just be done in that instead of via romp?",no
"@altendky re:

>  i thought collecting the wheels for the platforms was required for building the not-sdist (aka, wheelhouse).

it is exactly that :)",no
I cannot really trust azure for manylinux-type builds btw. Their setup is not really standard,no
mm?  you do manylinux builds in the manylinux docker images.  so you mostly don't care where they run.  or does azure somehow break those images?,no
"i used cibuildwheel to handle wheel building when binaries are involved.  well, for twisted anyways.",no
"no :) you have to use an image there, I meant that the default linux image are not really standard",no
